arm,available,collisions,condition,cost,decisions,endpoint,exhausted,family_id,history_id,house,legacy_label,model,parent_family_id,path,planned,premature_stop,rank,ready_at_stop,seed,status,stopped,stratum,task_id
ORIGINAL,True,0,62,1.0,77,main,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0374,True,True,374,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,62,1.0,77,main,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0375,True,True,375,False,1211,FAIL,True,terminal_absent,task_A
ORIGINAL,True,0,62,1.0,79,main,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0376,True,True,376,False,1209,FAIL,True,terminal_absent,task_A
REPAIR,True,0,62,1.0,500,main,True,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0377,True,False,377,False,1209,FAIL,False,terminal_absent,task_A
REPAIR,True,0,63,1.0,107,control,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0378,True,True,378,False,1210,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,63,0.09,45,control,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0379,True,False,379,True,1211,PASS,True,terminal_absent,task_T
REPAIR,True,0,63,0.09,45,control,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0380,True,False,380,True,1211,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,63,0.224,112,control,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0381,True,False,381,True,1209,PASS,True,terminal_absent,task_T
REPAIR,True,0,63,0.162,81,control,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0382,True,False,382,True,1209,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,63,1.0,107,control,False,ABSENT_e2510d4afdc7419cd17d,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0383,True,True,383,False,1210,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,64,0.154,77,main,False,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0384,True,False,384,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,468,64,1.0,500,main,True,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,UNKNOWN,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0385,True,False,385,False,1211,FAIL,False,terminal_present,task_A
ORIGINAL,True,0,64,0.042,21,main,False,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0386,True,False,386,True,1209,PASS,True,terminal_present,task_A
REPAIR,True,466,64,1.0,500,main,True,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,UNKNOWN,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0387,True,False,387,False,1209,FAIL,False,terminal_present,task_A
ORIGINAL,True,0,64,0.17,85,main,False,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0388,True,False,388,True,1210,PASS,True,terminal_present,task_A
REPAIR,True,0,64,1.0,124,main,False,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0389,True,True,389,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,468,65,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,UNKNOWN,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0390,True,False,390,False,1211,FAIL,False,terminal_present,task_T
ORIGINAL,True,464,65,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0391,True,False,391,False,1209,FAIL,False,terminal_present,task_T
REPAIR,True,466,65,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,UNKNOWN,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0392,True,False,392,False,1209,FAIL,False,terminal_present,task_T
ORIGINAL,True,0,65,0.158,79,control,False,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0393,True,False,393,True,1210,PASS,True,terminal_present,task_T
REPAIR,True,0,65,0.132,66,control,False,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0394,True,False,394,True,1210,PASS,True,terminal_present,task_T
ORIGINAL,True,468,65,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0395,True,False,395,False,1211,FAIL,False,terminal_present,task_T
ORIGINAL,True,0,66,0.042,21,main,False,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0396,True,False,396,True,1209,PASS,True,terminal_present,task_A
REPAIR,True,466,66,1.0,500,main,True,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0397,True,False,397,False,1209,FAIL,False,terminal_present,task_A
ORIGINAL,True,0,66,0.17,85,main,False,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0398,True,False,398,True,1210,PASS,True,terminal_present,task_A
REPAIR,True,0,66,0.17,85,main,False,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0399,True,False,399,True,1210,PASS,True,terminal_present,task_A
ORIGINAL,True,0,66,0.15,75,main,False,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0400,True,False,400,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,66,0.154,77,main,False,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0401,True,False,401,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,464,67,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0402,True,False,402,False,1209,FAIL,False,terminal_present,task_T
ORIGINAL,True,0,67,0.132,66,control,False,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0403,True,False,403,True,1210,PASS,True,terminal_present,task_T
REPAIR,True,0,67,0.132,66,control,False,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0404,True,False,404,True,1210,PASS,True,terminal_present,task_T
ORIGINAL,True,468,67,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0405,True,False,405,False,1211,FAIL,False,terminal_present,task_T
REPAIR,True,468,67,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0406,True,False,406,False,1211,FAIL,False,terminal_present,task_T
ORIGINAL,True,464,67,1.0,500,control,True,IDENT_03004b31b37017519a2b,seen_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0407,True,False,407,False,1209,FAIL,False,terminal_present,task_T
ORIGINAL,True,0,68,1.0,85,main,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0408,True,True,408,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,0,68,1.0,85,main,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0409,True,True,409,False,1210,FAIL,True,terminal_present,task_A
ORIGINAL,True,0,68,1.0,75,main,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0410,True,True,410,False,1211,FAIL,True,terminal_present,task_A
REPAIR,True,0,68,1.0,75,main,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0411,True,True,411,False,1211,FAIL,True,terminal_present,task_A
ORIGINAL,True,0,68,1.0,21,main,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0412,True,True,412,False,1209,FAIL,True,terminal_present,task_A
REPAIR,True,0,68,1.0,21,main,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0413,True,True,413,False,1209,FAIL,True,terminal_present,task_A
REPAIR,True,0,69,1.0,107,control,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0414,True,True,414,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,468,69,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0415,True,False,415,False,1211,FAIL,False,terminal_present,task_T
REPAIR,True,468,69,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,UNKNOWN,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0416,True,False,416,False,1211,FAIL,False,terminal_present,task_T
ORIGINAL,True,464,69,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0417,True,False,417,False,1209,FAIL,False,terminal_present,task_T
REPAIR,True,464,69,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,UNKNOWN,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0418,True,False,418,False,1209,FAIL,False,terminal_present,task_T
ORIGINAL,True,0,69,1.0,107,control,False,IDENT_03004b31b37017519a2b,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0419,True,True,419,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,0,70,1.0,75,main,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0420,True,True,420,False,1211,FAIL,True,terminal_present,task_A
REPAIR,True,0,70,1.0,75,main,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0421,True,True,421,False,1211,FAIL,True,terminal_present,task_A
ORIGINAL,True,0,70,1.0,21,main,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0422,True,True,422,False,1209,FAIL,True,terminal_present,task_A
REPAIR,True,0,70,1.0,21,main,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0423,True,True,423,False,1209,FAIL,True,terminal_present,task_A
ORIGINAL,True,0,70,1.0,85,main,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0424,True,True,424,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,0,70,1.0,85,main,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0425,True,True,425,False,1210,FAIL,True,terminal_present,task_A
REPAIR,True,468,71,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0426,True,False,426,False,1211,FAIL,False,terminal_present,task_T
ORIGINAL,True,436,71,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0427,True,False,427,False,1209,FAIL,False,terminal_present,task_T
REPAIR,True,464,71,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,UNKNOWN,REPAIR_1209,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0428,True,False,428,False,1209,FAIL,False,terminal_present,task_T
ORIGINAL,True,0,71,1.0,107,control,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0429,True,True,429,False,1210,FAIL,True,terminal_present,task_T
REPAIR,True,0,71,1.0,107,control,False,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0430,True,True,430,False,1210,FAIL,True,terminal_present,task_T
ORIGINAL,True,468,71,1.0,500,control,True,IDENT_03004b31b37017519a2b,missing_sham,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1211,IDENT_03004b31b37017519a2b,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0431,True,False,431,False,1211,FAIL,False,terminal_present,task_T
ORIGINAL,True,0,72,0.15,75,main,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0432,True,False,432,True,1209,PASS,True,terminal_present,task_A
REPAIR,True,0,72,0.178,89,main,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0433,True,False,433,True,1209,PASS,True,terminal_present,task_A
ORIGINAL,True,0,72,0.122,61,main,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0434,True,False,434,True,1210,PASS,True,terminal_present,task_A
REPAIR,True,0,72,0.214,107,main,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0435,True,False,435,True,1210,PASS,True,terminal_present,task_A
ORIGINAL,True,0,72,0.13,65,main,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0436,True,False,436,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,72,0.118,59,main,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0437,True,False,437,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,73,0.09,45,control,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0438,True,False,438,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,0,73,0.09,45,control,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0439,True,False,439,True,1210,PASS,True,terminal_present,task_T
REPAIR,True,0,73,0.09,45,control,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0440,True,False,440,True,1210,PASS,True,terminal_present,task_T
ORIGINAL,True,0,73,0.09,45,control,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0441,True,False,441,True,1211,PASS,True,terminal_present,task_T
REPAIR,True,0,73,0.09,45,control,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0442,True,False,442,True,1211,PASS,True,terminal_present,task_T
ORIGINAL,True,0,73,0.09,45,control,False,IDENT_05ff984a3ba9d356dd39,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0443,True,False,443,True,1209,PASS,True,terminal_present,task_T
ORIGINAL,True,0,74,0.178,89,main,False,IDENT_05ff984a3ba9d356dd39,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0444,True,False,444,True,1210,PASS,True,terminal_present,task_A
REPAIR,True,0,74,0.23,115,main,False,IDENT_05ff984a3ba9d356dd39,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0445,True,False,445,True,1210,PASS,True,terminal_present,task_A
ORIGINAL,True,0,74,0.162,81,main,False,IDENT_05ff984a3ba9d356dd39,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0446,True,False,446,True,1211,PASS,True,terminal_present,task_A
REPAIR,True,0,74,0.154,77,main,False,IDENT_05ff984a3ba9d356dd39,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0447,True,False,447,True,1211,PASS,True,terminal_present,task_A
ORIGINAL,True,0,74,0.154,77,main,False,IDENT_05ff984a3ba9d356dd39,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_05ff984a3ba9d356dd39,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0448,True,False,448,True,1209,PASS,True,terminal_present,task_A
